字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)贵司前董事长陈戌源在最近的足协工作会议上发声抨击金元足球，称搞金元足球是良心死了吗？
恒大是金元足球开山者，而贵司是金元足球最大的推波助澜者。恒大把外援身价提高到1000万欧元，外援薪资提升到1000万美元左右。而贵集团将外援身价提升到5000万欧元以上，薪资提高到2000万欧元以上。
贵集团前董事长陈戌源的讲话，是否意味着集团拿国家的钱烧足球，把金元足球推升到巅峰是失败的错误举动？贵集团前期是否严格评估论证过？
						","
							尊敬的投资者，您好。足球俱乐部球员薪资严格按照中国足协的相关政策要求执行。感谢您对公司的关注。
						",2021年01月04日 09:08,2021年01月06日 16:20,上港集团,(600018)
"
							:上港集团(600018)建议上市公司要求上港俱乐部社招一批工商管理本科毕业且具备D级教练员证书的人员作为中方教练员加入俱乐部教练组，同时更多的选拔高中毕业生进入俱乐部预备队及要求现役所有本土球员、本土教练员均需通过自学考试获得工商管理本科学历
						","
							尊敬的投资者，您好。感谢您对足球俱乐部的关注和建议。
						",2021年01月04日 09:06,2021年01月06日 16:14,上港集团,(600018)
"
							:上港集团(600018)董秘好：交通运输部、发展改革委发布的《关于阶段性降低港口收费标准等事项的通知》，2021年1月1日起会继续执行吗？谢谢。
						","
							尊敬的投资者，您好。该通知已于2020年12月31日终止执行。感谢您对公司的关注。
						",2020年12月31日 13:16,2021年01月06日 16:12,上港集团,(600018)
"
							:上港集团(600018)董秘，您好！
我查阅贵司的提问，发现一年以来有多个投资者在提问平台，针对贵集团投资上港足球俱乐部提出了质疑和疑问，或者有投资者要求公开投资上港足球俱乐部的相关财务数据。
但是至今为止，贵集团针对上述问题没有做出一个答复？请问是为什么？
作为一家上市企业，难道不应该公开这种大规模投资的公告和相关事宜吗？希望贵集团能够承担起上市公司的责任，公开透明。
						","
							尊敬的投资者，您好。公司严格按照相关法律法规的要求履行信息披露义务。感谢您对公司的关注和建议。
						",2020年12月29日 09:19,2020年12月31日 15:37,上港集团,(600018)
"
							:上港集团(600018)贵集团2015年开始大力投入足球，投入了上海上港足球俱乐部。有媒体人士称：贵集团是2015年至今，投资最大的俱乐部。甚至有消息称，最近几年上海上港足球俱乐部投入超过80亿。该消息是否属实？
作为一个上市集团，同时作为一个国企，贵集团能够公开澄清和公布2015年至今投入到上海上港足球俱乐部的资金总量？如此大的资金投入，贵集团是否有公开过？集团的是否有公告过？或者集团的财报上已经有所体现?
						","
							尊敬的投资者，您好。公司严格按照相关法律法规的要求履行信息披露义务，涉及俱乐部相关信息您可参阅公司历年年度报告、可持续发展报告相关信息内容，或关注俱乐部官网相关信息内容。感谢您对公司的关注。
						",2020年12月28日 09:37,2020年12月31日 15:37,上港集团,(600018)
"
							:上港集团(600018)您好！
贵集团2015年开始大力投入足球，投资了上海上港俱乐部。
请问集团投资足球的逻辑是什么？作为一个港务集团，投资足球能够给集团业务带来广告效应？
从2015年至今，上海上港足球俱乐部是中超投入最大，外援身价最高，外援薪资最高的俱乐部。最为近年来中超砸钱最多的俱乐部，上港俱乐部却是中超唯一盈利的俱乐部。请问贵集团能否分享一下经营盈利的经验，为中国足球尽一份绵薄之力？
						","
							尊敬的投资者您好。公司关注城市体育事业发展，于2014年完成了对上海东亚足球俱乐部的整体收购，开始涉足足球事业，既是公司发展自身、回报社会，积极履行社会责任，投身上海城市建设和体育发展的一项内容，也是在国家加快发展体育产业，尤其是足球产业的背景下，进一步涉足体育产业的一次重要尝试。公司全面负责俱乐部管理运营，将着眼于长远的发展，积极探索俱乐部盈利模式，努力将俱乐部打造成运动成绩一流、形象积极向上的足球俱乐部。感谢您对公司的关注。
						",2020年12月28日 09:35,2020年12月31日 15:36,上港集团,(600018)
"
							:上港集团(600018)请问，上港的装卸费及其他服务费用在2021年是否存在提价机会？
						","
							尊敬的投资者，您好。公司费率主要基于国家政策、市场环境等因素，进行的市场化定价，并向有关部门报备。具体费率情况详见公司官网。感谢您对公司的关注。
						",2020年12月09日 11:20,2020年12月11日 15:18,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘：贵司有一部分地产项目，比如宝山项目，个人感觉公司在开发，销售这块离知名的地产公司有些差距。是否考虑过出让部分项目股权和那些操盘能力强的公司合作，这样项目溢价了，最终公司也未必少赚，但节省了大量的资源和精力聚焦主业。对于好地段的土地，只要开发出来不愁卖的，也可考虑自行开发。
						","
							尊敬的投资者，您好。感谢您对公司的关注和建议。
						",2020年12月02日 16:43,2020年12月11日 15:18,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好!在公司2019年的合并资产负债表中短期借款仅有0.56亿元，但母公司层面这一项目却有58亿元，这种差异是怎么产生的呢？
						","
							尊敬的投资者，您好。母公司的短期借款均为集团内部借款，在合并报表时予以合并抵消。合并报表层面的短期借款为外部借款。感谢您的关注。
						",2020年11月30日 13:21,2020年12月02日 16:19,上港集团,(600018)
"
							:上港集团(600018)你好，建议公司在股价如此低的时候，回购股份，实施股权激励计划。谢谢。
						","
							尊敬的投资者，您好。公司目前无回购股份计划。感谢您对公司的关注和建议。
						",2020年11月04日 16:31,2020年11月09日 16:23,上港集团,(600018)
"
							:上港集团(600018)您好，公司股价在4元附近已有很长时间，公司是否有回购股份后注销计划，有无管理层股权激励计划，以此为全体股东创造更大的价值。
						","
							尊敬的投资者，您好。公司目前无回购股份计划，尚未实施管理层股权激励。感谢您对公司的关注和建议。
						",2020年10月27日 11:25,2020年10月30日 16:24,上港集团,(600018)
"
							:上港集团(600018)董秘，您好！请问公司近期在外滩和军工路等地产方面的销售和结算情况怎样？
						","
							尊敬的投资者，您好。关于上海长滩、军工路的地产项目目前销售稳定，具体销售情况请关注公司年报披露的相关情况。感谢您对公司的关注。
						",2020年10月27日 11:24,2020年10月30日 16:23,上港集团,(600018)
"
							:上港集团(600018)在国资委不断提倡国企改革的大背景下，贵公司作为上海龙头型企业，股权激励总该尽快搞了吧，也让管理层和咱们小股东有一些共同方向的利益捆绑，一起把公司市值做好呀！
公司已经整体上市，股权激励推动阻力是较小的，希望公司尽快推行员工股权激励！！
						","
							尊敬的投资者，您好。感谢您的建议。
						",2020年10月30日 09:03,2020年10月30日 16:23,上港集团,(600018)
"
							:上港集团(600018)董秘你好！请问上港集团上海总部是否有证券部接待？是否接待访问？或者提供下相关电话。谢谢！
						","
							尊敬的投资者，您好。公司设有投资者热线电话（021-35308688）。感谢您的关注。
						",2020年10月12日 12:41,2020年10月14日 16:10,上港集团,(600018)
"
							:上港集团(600018)速度！效率！其他港口都是第一时间出上月的吞吐量和箱量，每次贵公司都是拖拖拉拉，姗姗来迟，今年只有一次是第一时间公告的，那就是七月份数据创历史新高，其他月份没有一次不落后于宁波港，同样是竞争港口，我们投资者提这个建议也不是一次两次了，还有海港报更新也是如此，不及时！拖延时间容易滋生内幕消息，我相信不少机构已经知道了贵公司的吞吐量的大致数据，而我们翘首以盼的数据始终落后于人，这是保护中小投资者利益吗？
						","
							尊敬的投资者，您好。感谢您对公司的关注和建议。
						",2020年10月12日 09:11,2020年10月14日 16:10,上港集团,(600018)
"
							:上港集团(600018)你好，贵公司股价连跌几年，股东苦不堪言，能不能提高分红，或者回购股票，公司年赚百亿，市值就这么点？哪出真金白银去买了一堆银行股吃股息，不如回购自家股票，或者投资点五粮液茅台。或者搞点券商。同样都是坐收地皮费，现在市值是上海机场的7折了。真的要维护股东利益了，一直喋喋不休。
						","
							尊敬的投资者，您好。公司股价会受到宏观经济环境、行业政策、市场行情等多重因素影响。公司目前经营稳定，每年坚持高比例现金分红。感谢您对公司关注。
						",2020年09月25日 11:48,2020年09月30日 14:40,上港集团,(600018)
"
							:上港集团(600018)请问，目前洋山特殊综合保税区内的入区货物是否免征关税？特殊综合保税区内货物交易是否免征增值税？
						","
							您好。根据《中华人民共和国海关对洋山特殊综合保税区监管办法》（海关总署公告2019年第170号）第八条规定，除法律、法规和现行政策另有规定外，境外货物入区保税或免税；货物出区进入境内区外销售按货物进口的有关规定办理报关手续，并按货物实际状态征税；境内区外货物入区视同出口，实行退税。具体信息您可以查询海关总署和国家税务总局网站的相关规定。感谢您的关注。
						",2020年09月18日 11:43,2020年09月25日 10:56,上港集团,(600018)
"
							:上港集团(600018)能否及时更新官网内容？特别是海港报，经常不能及时更新，还有每月经营数据也都落后其他港口公司好多天。盼请专人负责网站的维护更新
						","
							您好。公司会及时更新相关数据，做好网站维护工作。感谢您对公司的关注。
						",2020年09月16日 08:37,2020年09月21日 16:39,上港集团,(600018)
"
							:上港集团(600018)请贵公司将邮储银行H股股权重分类为可供出售金融资产，长期股权投资科目并不能准确的计量股权的实际价值。派驻一名董事，能够对被投资公司施加一定影响这两个要素虽然在会计制度上可以选择长期股权投资这个科目，但用于隐藏资产损失，用粉饰太平的表面利润来营造虚假繁荣的假象，资本市场都会用脚投票。君不见两家被投资公司和贵公司的股价，市场是如何投票的吗？
						","
							您好。公司推进多元化经营，实现与金融业态的融合发展。公司投资银行有利于进一步实现产业资本与金融资本的融合，为港口、金融双方的共同发展、合作共赢提供更广阔的前景。公司在邮储银行派驻董事，通过在邮储银行财务和经营决策制定过程中的发言权实施重大影响，根据企业会计准则，公司对持有邮储银行股权作为对联营企业投资按权益法核算。
						",2020年09月17日 15:03,2020年09月21日 16:35,上港集团,(600018)
"
							:上港集团(600018)强烈要求贵公司计提资产减值损失，投资的两家银行股的股权账面余额和实际市场价格差额超过一百亿元，这一百多亿元是持续扩大的，从几十亿，每年增加，现在2020年三季度已经超过一百亿元，从财务角度来看，贵公司净资产太虚，请于每年年末计提资产减值损失，不要藏着掖着。
						","
							您好。公司推进多元化经营，实现与金融业态的融合发展。公司投资银行有利于进一步实现产业资本与金融资本的融合，为港口、金融双方的共同发展、合作共赢提供更广阔的前景。
						",2020年09月17日 14:43,2020年09月21日 16:35,上港集团,(600018)
"
							:上港集团(600018)邮储银行H股已经跌到历史最低位，看样子还难以刹车，贵公司2019年年报显示，对于邮储银行的长期股权投资余额为198亿元，占据了近四分之一贵公司的净资产，我想问，当初是谁做的决策，投资H股，造成了巨大损失，目测仅邮储银行账面就浮亏六七十亿元，投A股不好吗？要投没有流动性的H股，如果邮储银行股价持续下跌，贵司今年要大幅计提减值准备吧？这样的错误决策要由所有股东承担，贵公司有纠错机制吗？
						","
							您好。公司推进多元化经营，实现与金融业态的融合发展。公司投资银行有利于进一步实现产业资本与金融资本的融合，为港口、金融双方的共同发展、合作共赢提供更广阔的前景。
						",2020年09月16日 17:33,2020年09月21日 16:35,上港集团,(600018)
"
							:上港集团(600018)公司2019年年报中，大量职工薪酬发放给了离退休人员，请问关于离退休人员，公司打算如何安排，为何不能划归社保？
						","
							尊敬的投资者，您好。公司离退休人员根据国家有关法规规定，按月领取由社会保险部门发放的基本养老金。感谢您对公司的关注。
						",2020年09月09日 10:22,2020年09月15日 16:41,上港集团,(600018)
"
							:上港集团(600018)严俊先生在9月份工作例会上表示，国客码头和张华浜码头功能要进行调整，请问目标具体要调整成什么样子？
						","
							您好。关于两家码头功能调整问题目前处于研究讨论阶段。具体情况请关注公司定期报告的相关信息。感谢您对公司的关注。
						",2020年09月07日 08:46,2020年09月08日 16:40,上港集团,(600018)
"
							:上港集团(600018)人家港口都是九月一号就公告八月的经营数据了，广州港拖了一下，二号发的公告，贵公司说不发公告，在官网公布，行，我一直刷新，今天是四号下午了，还没有，明天周六，看样子起码得七八号才看的到了，这效率是不是要提高提高了？
						","
							您好。公司本着严谨的态度在官网上公布相关数据。感谢您对公司的关注。
						",2020年09月04日 15:52,2020年09月08日 16:37,上港集团,(600018)
"
							:上港集团(600018)邮储银行这几天港股股价大幅下跌，从侧面印证了贵公司这笔约160亿元人民币的投资已经两年了依然大幅浮亏，请贵公司不要再增持邮储银行了，哪次增持银行不是浮亏？包括上海银行的增持也是浮亏。既然已经做错了就不要一错再错.
						","
							您好。感谢您对公司的建议和关注。
						",2020年09月02日 16:55,2020年09月08日 16:36,上港集团,(600018)
"
							:上港集团(600018)贵公司既然有专业的投资部门，那为何不在临港单独对临港大力支持的科技芯片医药进行投资？非要一直在传统行业无章法的买买买？买券商，不控股，用意何在？现阶段买什么券商都不如回购自己的股份更能为股东创造价值
						","
							您好。感谢您对公司的建议和关注。
						",2020年09月02日 15:48,2020年09月08日 16:36,上港集团,(600018)
"
							:上港集团(600018)宁波港每月的一号，都会以公告的形式发布上月吞吐量和集装箱量的数据，为何贵公司做不到？
						","
							尊敬的投资者，您好。公司每月月初会将上月的集装箱吞吐量和货物吞吐量数据发布在公司官网上。感谢您对公司的关注。
						",2020年09月01日 17:12,2020年09月03日 16:38,上港集团,(600018)
"
							:上港集团(600018)昨晚看到新闻了，贵公司又参与民生证券的定增了，虽然涉及资金只有一亿元，但也说明了贵公司根本不差钱，到处投资，为什么就不能回购部分股份并注销呢？是嫌股票价格还不够低吗？现在的股价可比当年中远的买入价还低了不少，能不能对中小股东友好一点，当股票价格低于一定位置就回购？阻碍回购的原因是什么？
						","
							尊敬的投资者，您好。公司股价会受到宏观经济环境、行业政策、市场行情等多重因素影响。公司目前经营稳定，无回购计划。感谢您对公司关注。
						",2020年09月01日 16:07,2020年09月03日 16:38,上港集团,(600018)
"
							:上港集团(600018)在洋山特殊综合保税区中的芦潮港区域，贵公司是否建有仓库和物流公司，这一块主要是汽车仓库吗？针对南港滚装码头的吗？上海区位不是很清楚，麻烦董秘详解
						","
							尊敬的投资者，您好。公司子公司同盛物流在芦潮港区域设有仓库，并开展包含汽车在内的相关仓储服务。南港码头为上海临港管理的码头，相关情况请关注上海临港的公开信息。感谢您对公司的关注。
						",2020年08月31日 10:20,2020年09月03日 16:36,上港集团,(600018)
"
							:上港集团(600018)半年报所有者权益少了三十几亿元，是不是半年报中已经把分红从所有者权益中拨出来了？分红变成带有应付性质的款项，这才导致现在所有者权益与上半年利润和去年年末所有者权益不匹配？
						","
							尊敬的投资者，您好。公司于二季度将2019年度应付股利从“未分配利润”转入“应付股利”，并于7月全部支付。感谢您对公司的关注。
						",2020年08月28日 14:59,2020年08月31日 15:11,上港集团,(600018)
"
							:上港集团(600018)看了贵公司的半年报，每股净资产3.56元比一季度还少了几分钱，可是二季度每股收益是有0.09元的，分红又是三季度的事儿，投资的两家银行的公允价值变动也没有明显下降，请问这个问题出在哪？亦或是有其他大额计提减值？请明示
						","
							尊敬的投资者，您好。公司于二季度将2019年度应付股利从“未分配利润”转入“应付股利”，并于7月全部支付。公司半年报无大额减值计提。感谢您对公司的关注。
						",2020年08月28日 10:16,2020年08月31日 15:11,上港集团,(600018)
"
							:上港集团(600018)在小洋山特殊综合保税区内，贵公司大约拥有多大面积的仓库？在临港新片区内，贵公司一共拥有多大面积的仓库？未来是否会在临港新片区建设大片仓库用地以应对未来的自由贸易港区？
						","
							尊敬的投资者，您好。公司下属子公司上港物流、同盛物流在外高桥和洋山区域布局了各种类型仓库，可以满足不同货种和业务形态的需要，为客户提供高效快捷的仓储堆存物流服务。公司将按照政策规定和自身业务发展需要来进行仓库建设。感谢您对公司的关注。
						",2020年08月25日 15:54,2020年08月31日 15:10,上港集团,(600018)
"
							:上港集团(600018)贵公司表示近期官网正在改版，已经改了很久很久了，内容也不更新，是不是准备改版花个一年时间？这如何助力贵公司的速度？哪家上市公司改版个主页要这么久？
						","
							尊敬的投资者，您好。公司官网目前已改版上线，感谢您对公司的关注。
						",2020年08月19日 17:05,2020年08月21日 16:38,上港集团,(600018)
"
							:上港集团(600018)请问公司承担的离退休职工人数 28675名，请问承担的是什么费用？为何承担退休人数是在职的2倍？另外国有企业退休职工不是已经移交社区，请问企业承担的这个费用是什么？正好公司认购宁波港股票 请问为什么宁波港没有承担一个退休职工费用？公司这么多？
						","
							尊敬的投资者，您好。上述离退休职工人数为历年离退休人员数量的总和，公司按照对离退休人员关心关爱的相关规定，为其提供相关服务。感谢您对公司的关注。
						",2020年08月19日 09:07,2020年08月21日 16:38,上港集团,(600018)
"
							:上港集团(600018)中远海发公告拟出售中国国际海运集装箱股份有限公司股份，A股代码000039，请问贵公司是否有意向收购该部分股权？
						","
							尊敬的投资者，您好。公司目前无计划，感谢您对公司的关注。
						",2020年08月19日 09:05,2020年08月21日 16:37,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！首先感谢公司最近几个月以来回复投资者提问的高效率。公司一直都能尊重中小投资者，我非常高兴。但也出现了一些质疑的声音。建议公司再接再厉，在回答投资者问题时，如无法明示的内容，能够告知其原因，比如告诉大家因为监管部门对上市公司信息披露的有关规定而无法公开披露、工程竣工时间由于各种因素存在不确定性等，这样解释清楚便能消除误解，避免部分投资者不理解而反复追问，甚至不满。谢谢！
						","
							尊敬的投资者，您好。《上海证券交易所股票上市规则》规定，上市公司和相关信息披露义务人在其他公共媒体发布的重大信息不得先于指定媒体，不得以新闻发布或者答记者问等其他形式代替信息披露或泄漏未公开重大信息。公司与投资者的交流互动将严格遵守相关规定。感谢您的理解和关注。
						",2020年08月12日 16:56,2020年08月14日 16:14,上港集团,(600018)
"
							:上港集团(600018)我支持公司在资源有限的情况下立足港口主业，而非蹭市场概念热点，扑在免税店上。申请免税牌照很复杂且耗费大。我认为公司这样做沉的住气，不被纷繁市场打乱初心，有利于做成长期发展的大企业，避免昙花一现、泡沫严重，最终因无核心竞争力而崩盘。部分投资者由于股票亏损而在平台发脾气，但也得立足于公司本身的发展战略考虑，而不是总责骂公司泄愤。且公司长年稳定利润分配，价值投资不必看短线股价涨跌。希望大家能理解公司！
						","
							尊敬的投资者，您好。公司会继续聚焦港口主业的发展，同时在多元产业发展谋求突破，不断增强竞争优势，实现企业稳步发展。感谢您的理解和关注。
						",2020年08月12日 16:45,2020年08月14日 16:14,上港集团,(600018)
"
							:上港集团(600018)您好。
长三角一体化战略中提到推动长三角航运企业市场化整合，又看到贵公司参与宁波港定增，与江苏港口集团合作开发通州湾。
再联想到现在浙江省、江苏省都完成了省内港口的整合。
这是不是意味着以后会有一个长三角港口集团？而且，是以上港集团为核心构建的？
						","
							尊敬的投资者，您好。长三角区域是上海港的重要腹地，上海港与长三角区域的港口，尤其是长三角区域长江沿线的港口有比较好的合作。随着长三角一体化发展规划方案的出台，将有助于上海港贯彻长三角一体化高质量发展的国家战略，公司也会更好地借此发展机遇进一步强化与相关港口的密切合作。感谢您对公司的关注。
						",2020年08月12日 15:52,2020年08月14日 16:13,上港集团,(600018)
"
							:上港集团(600018)绿地控股的股东上海地产集团和上海城投集团拟出让不超过绿地控股总股本17.5%的股份，目前正在征集投资者，该公司主业为房地产开发和绿地全球贸易港，且已申请免税牌照，贵公司是否有意向受让绿地控股的部分股权？巧合的是，上海城投同时也是贵公司的股东.请董秘谈谈，是否有意向参与？
						","
							尊敬的投资者，您好。公司目前无此计划，感谢您对公司的关注。
						",2020年08月12日 15:27,2020年08月14日 16:13,上港集团,(600018)
"
							:上港集团(600018)三四天前董秘说小洋山北侧开发的方案还在报批过程中，可是据浙江省交通运输厅的公告，小洋山港口公共设施及资源综合利用区陆域形成工程设计采购施工总承包中标人为：中交第三航务工程勘察设计院有限公司，中标价11.7亿元。请问董秘，我之前询问小洋山北侧预计分几期开发，预计多少年完成开发，这个问题很难回答吗？都中标了，还说方案还在报批？
						","
							尊敬的投资者，您好。小洋山北侧开发正按照工程计划稳步推进中，后续进展情况请您关注公司公开披露的信息。感谢您对公司的关注。
						",2020年08月12日 09:25,2020年08月14日 16:12,上港集团,(600018)
"
							:上港集团(600018)上海国客中心游轮港的运营主体是贵公司下属子公司，吴淞口游轮港的运营主体不是贵公司且也与贵公司无关对吗？吴淞口游轮港运营主体是宝山区国资委？
						","
							尊敬的投资者，您好。上海港国客中心码头的运营主体是公司子公司上海港国际客运中心开发有限公司。吴淞口国际邮轮港请关注其官方网站对外披露的相关信息。感谢您对公司的关注。
						",2020年08月10日 09:09,2020年08月12日 15:19,上港集团,(600018)
"
							:上港集团(600018)接上一个问题，如果没有提交申请，为什么？是贵公司不想做大免税业务？可是董秘说未来依托游轮港加强业务啊，如果是中免集团不予配合，那么贵公司可以自己申请牌照，为什么不单独申请牌照，同时市领导支持吴淞口扩店贵公司又不申请扩张面积？理由何在啊？请董秘详谈，我们中小投资者不清楚在免税业务这一块，高管是咋想的，这么点业务量，四家店一年合计销售额一亿元出头，净利润有百万？做了意义何在？不做大就是耍流氓，要么不做
						","
							尊敬的投资者，您好。公司将聚焦港口主业的做大做强，同时在多元产业发展谋求突破，不断增强竞争优势，实现企业稳步发展。感谢您对公司的关注。
						",2020年08月10日 08:57,2020年08月12日 15:18,上港集团,(600018)
"
							:上港集团(600018)七年之前，上海机场还不如上港集团呢，上海机场就是靠间接免税业务大幅提升了利润，股价自然飞天，我不明白的是，贵公司高管显然知道免税业务可以在未来带来巨大利益，却依然不考虑做大上海港中免免税品有限公司，2019年全国首个入境免税店深免落户吴淞口时，上海市领导就表态支持上海港中免免税品有限公司在吴淞口的免税店将营业面积从500多平米扩大到1100平米，近期董秘表示没有扩张营业面积，那有没有提交申请？
						","
							尊敬的投资者，您好。关于免税店相关事宜目前无其他更新信息。感谢您对公司的关注。
						",2020年08月10日 08:56,2020年08月12日 15:18,上港集团,(600018)
"
							:上港集团(600018)请问公司港区存储的危险易爆化学品，是否得到了专业的保存和维护。
						","
							尊敬的投资者，您好。公司始终把安全生产作为发展和经营的重要事项来抓，不断完善安全管理体系和规章制度。公司专门制定有危险货物集装箱安全管理操作手册，并严格按照制度执行。感谢您对公司的关注。
						",2020年08月06日 11:13,2020年08月07日 15:12,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！黎巴嫩贝鲁特港口发生重大爆炸事故，损失惨重。据悉应急管理部将以港口为重点进行专项检查和整治。请问上海港日常对安监方面是否重视，如何确保安全生产，同时港区危化品的储存是否规范，能不能做到杜绝安全隐患，谢谢！
						","
							尊敬的投资者，您好。公司始终把安全生产作为发展和经营的重要事项来抓，不断完善安全管理体系和规章制度。在具体工作中，公司严格按照制度执行，落实作业中每一个环节的安全措施，具体信息可参见公司于2020年4月10日在上交所网站披露的可持续发展报告第五章节内容。感谢您对公司的关注。
						",2020年08月06日 09:44,2020年08月07日 15:12,上港集团,(600018)
"
							:上港集团(600018)关于小洋山北侧开发的问题，预计何时开始开发建设？要不要分几期来开发？如果分几期开发，那么一期预计何时完工？预计几年全部开发完毕小洋山北侧，这个问题，贵公司肯定早就有了开发预计方案，麻烦董秘解答
						","
							尊敬的投资者，您好。目前公司正在进行规划方案的报审工作，后续将按规定的建设程序有序推进各项工作，后续进展情况请您及时关注公司公开披露的信息。感谢您对公司的关注。
						",2020年08月05日 16:57,2020年08月07日 15:11,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！请问面对夏秋季节汛期的台风、暴雨、洪涝等气象灾害，贵公司有采取哪些举措维持港口相关业务的正常运行？谢谢您的回答！
						","
							尊敬的投资者，您好。公司及下属生产单位会根据具体防台防汛工作要求，认真落实防台防汛责任和各项防范措施，如对码头机械、设备的绑扎、加固等措施。感谢您对公司的关注。
						",2020年08月04日 16:37,2020年08月07日 15:11,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！目前离进博会开幕还有不到100天时间了，相信进博会临近时会有不少集装箱与货物进入上海港，贵公司对即将到来的进博货运高潮是否有充分的准备？如何在繁忙的过程中确保效率？谢谢！
						","
							尊敬的投资者，您好。公司认真贯彻落实习近平总书记关于进博会“不仅要年年办下去，而且要办出水平、办出成效、越办越好”的重要指示精神，全力做好港口服务保障，认真做好进博物资的装卸工作。感谢您对公司的关注。
						",2020年08月04日 16:40,2020年08月07日 15:10,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！吴淞国际邮轮港和上海港国际客运中心是上海的两大邮轮港，但是据悉年初由于疫情原因暂停运营，请问现在邮轮港复业了吗？什么时候能够恢复本市的邮轮进出港？谢谢！
						","
							尊敬的投资者，您好。目前邮轮未复航，后续复航情况需视疫情防控情况及相关部门通知。感谢您对公司的关注。
						",2020年08月04日 16:43,2020年08月07日 15:10,上港集团,(600018)
"
							:上港集团(600018)国家发改委8月4日发布清理规范海运口岸收费行动方案，该方案细品，其实就是要港口经营人让利给进出口企业，对贵公司营业收入应该有一定影响吧？特别是关于陆上无水港有了要规范收费标准的相关表述，似乎有点针对贵公司，请董秘解读一下，新的行动方案会给贵公司的收费标准带来多大的不利影响？贵公司是否有把降低的收费转嫁出去的办法？
						","
							尊敬的投资者，您好。国家发展改革委、交通运输部、海关总署、市场监管总局等七部门近日联合印发了《清理规范海运口岸收费行动方案》，明确到2022年科学规范透明的收费机制基本形成，口岸服务效能进一步提升，营商环境明显改善，进出口合规成本明显降低。公司将认真学习贯彻文件精神。感谢您对公司的关注。
						",2020年08月05日 16:50,2020年08月07日 15:09,上港集团,(600018)
"
							:上港集团(600018)临港新片区大力支持集成电路、人工智能、生物医药、民用航空等高科技产业落地临港，这些高科技企业有大量的直接融资需求，贵公司重中之重的小洋山就在临港新片区，拥有充足的现金流，是否考虑单独成立一个科创投资公司，寻找合适的时机参股？贵公司在已经参与的两家投资基金中并不占主导权，受益份额也低，不如自己去投
						","
							尊敬的投资者，您好。感谢您对公司的建议和关注。
						",2020年08月06日 09:43,2020年08月07日 15:09,上港集团,(600018)
"
							:上港集团(600018)贵公司的两个房地产项目，一个是军工路项目，一个是长滩项目，今年会将预收房款结转销售收入吗？能贡献一定的利润吗？
						","
							尊敬的投资者，您好。关于房地产项目请关注公司定期报告披露的相关信息。感谢您对公司的关注。
						",2020年08月06日 09:43,2020年08月07日 15:08,上港集团,(600018)
"
							:上港集团(600018)关于上期所的实物交割仓库，贵公司参与了哪些品种的大宗商品实物交割仓库？
						","
							尊敬的投资者，您好。公司下属公司主要有开展燃料油、天然橡胶、铜、铝等商品的指定交割仓库业务。
						",2020年08月06日 09:42,2020年08月07日 15:07,上港集团,(600018)
"
							:上港集团(600018)国企改革，应该授予给董监高和核心管理层股权激励与企业利润增长挂钩，贵公司是否有考虑此问题？不然那都算不上深化改革
						","
							尊敬的投资者，您好。感谢您对公司的建议。
						",2020年08月06日 09:00,2020年08月07日 15:07,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！黎巴嫩贝鲁特港口重大爆炸事故发生，而公司获得经营权的以色列海法新港离黎巴嫩不远，请问目前该港的建设工作是否一切正常？谢谢！
						","
							尊敬的投资者，您好。以色列海法新港建设正在稳步推进中。感谢您对公司的关注。
						",2020年08月06日 08:56,2020年08月07日 15:06,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！建议公司9月再办一次投资者网上集体接待活动，方便投资者对公司的情况进行了解。我了解到，去年公司举办了两次投资者集体接待活动，一次是6月在全景网路演平台办的，一次是9月在上证e互动平台办的。今年6月全景网的活动我参加了，也和董秘丁向明先生进行了充分交流。由于8月底正好是公司半年报公布的时间，故我们必然还会有很多问题想与公司沟通。所以建议延续先例，9月再举办一次投资者接待。谢谢！
						","
							尊敬的投资者，您好。公司往年会在上下半年会各举行一次网上集体接待日活动，下半年活动具体时间请您及时关注公司公告。感谢您对公司的建议和关注。
						",2020年08月05日 17:39,2020年08月07日 15:06,上港集团,(600018)
"
							:上港集团(600018)贵公司在上海自由贸易区临港新片区范围内，所涉及到的行业中，除了港口码头物流仓储以外，还涉及到哪些行业？未来是否有计划在临港新片区内新增介入哪些行业？以拥抱未来的临港自贸港区
						","
							尊敬的投资者，您好。公司在新片区主要业务涉及主业相关的物流仓储、运输等。感谢您对公司的关注。
						",2020年08月05日 17:02,2020年08月07日 15:06,上港集团,(600018)
