字段1,字段2,字段3,字段4,文本,文本1
金龙鱼有无接入网商银行“大雁系统”？非常感谢。,您好！据我们了解，大雁系统是网商银行开发的一系列数字化产品矩阵，公司部分经销商与网商银行有这方面的业务往来。谢谢！,2021-11-19,2021-11-19,金龙鱼,[300999]
您好，尊敬的董秘。KFC的自热面食是否与金龙鱼合作的？KFC武汉热干面与金龙鱼热干面口感非常接近，非常感谢。,您好！公司目前没有向KFC提供面条产品。谢谢！,2021-11-19,2021-11-19,金龙鱼,[300999]
益海嘉里金龙鱼母公司丰益国际等12家世界大型农粮企业，于第26届联合国气候变化大会（COP26）上发表联合声明。共同承诺，企业将与各国政府、农民及供应链上其他伙伴一起加速行动，进一步推动森林砍伐问题的解决，以实现2050年净零碳排放目标。从各大新闻报道看，金龙鱼国内工厂开始大规模按照光伏产品以及利用麦秸秆发电，建议未来在零售端多推环保理念产品，非常感谢。,感谢您的关注和建议！,2021-11-16,2021-11-16,金龙鱼,[300999]
随着澳元（AUD）与纽元（新西兰元）兑人民币的走低，对金龙鱼从新西兰和澳大利亚两国进口的小麦以及奶制品是一个很好的促进，在欧洲疫情反复的情况下，加大进口，为国内保供销，安民生尽一份力，非常感谢。,感谢您的关注和建议！,2021-11-16,2021-11-16,金龙鱼,[300999]
请问贵司，新建中央厨房项目，生产便当，学生餐，老人餐，之类的成品和半成品食物。是否属于食品消费行业，是否会把主营业务放在中央厨房的生产建设销售运营上。,您好！中央厨房业务也属于食品消费行业，是公司的新业务板块。我们的新业务都是围绕原有业务的上下游开展，我们现有的业务能够帮助新业务的推广，新的业务如中央厨房等能够帮助现有业务进一步发展。谢谢！,2021-11-16,2021-11-16,金龙鱼,[300999]
公司挂面、食用油近期是否提价的计划？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品，公司会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定是否调整价格以及调整的幅度，相对比较谨慎。谢谢！,2021-11-16,2021-11-16,金龙鱼,[300999]
董秘你好，上次看Q3报告，业绩增长，同比下降，主要是原材料涨价导致利润上涨承压，那么接下来是否有涨价的计划？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品，公司会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定是否调整价格以及调整的幅度，相对比较谨慎。谢谢！,2021-11-16,2021-11-16,金龙鱼,[300999]
您好，尊敬的董秘。双11当天，多个电商平台出现金龙鱼几个电商定制款产品于双十一下午就已售罄情况，侧面反应出消费者对于金龙鱼的品牌认可，但希望不要让想购买者无法购买的情况发生，望在双12购物节时保障供应，非常感谢。,感谢您的关注和建议！,2021-11-15,2021-11-15,金龙鱼,[300999]
金龙鱼的产品涨价了为什么不公布，在隐藏着什么样的原因？,您好！关于这方面的情况，公司目前没有需要公开披露的信息。公司会严格履行有关法律法规规定的信息披露义务。谢谢！,2021-11-15,2021-11-15,金龙鱼,[300999]
您好，请问截至11月10日，股东户数是多少？谢谢！,"您好！根据中登最新提供的数据，截止2021年11月10日，公司股东户数共计207,193户。谢谢！",2021-11-15,2021-11-15,金龙鱼,[300999]
董秘您好，我有个问题想不明白，公司体量巨大，对上游原料的需求也大，为什么没有对上游原料的价格有话语权，任由上游原材料涨价侵蚀利润,您好！原材料的价格受天气、供需等众多因素的影响，我们无法决定原材料的价格。公司会对原材料进行集中的采购管理、套保管理，而且我们的控股股东丰益国际是全球综合性的农产品集团，能够向我们提供及时、充分的市场供需信息。另外，公司也持续进行产品结构调整、产品升级，增加更多高附加值、高毛利率的产品，充分利用综合企业群、营销网络渠道、品牌和研发等优势，以减少原料价格波动对公司利润的影响。谢谢！,2021-11-15,2021-11-15,金龙鱼,[300999]
最新股东人数,"您好！根据中登最新提供的数据，截止2021年11月10日，公司股东户数共计207,193户。谢谢！",2021-11-15,2021-11-15,金龙鱼,[300999]
请问近期公司产品是否有涨价的计划或安排？近期产品成本上涨是否对公司经营有较大影响？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品价格，会根据各个品种的原料、行情、市场竞争力、消费力等多方因素进行调整，相对比较谨慎。关于经营情况，请关注公司后续发布的业绩报告。谢谢！,2021-11-15,2021-11-15,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼有无可能在每个销售网点建立一个空油桶自助回收站？如可乐在新加坡均有建立自助回收站，每回收一个会赠送消费者回购券或零钱。食用油消费量巨大，金龙鱼作为碳中和践行者企业，在环保回收方面可以做一些力所能及的贡献，非常感谢。,您好！收到您的建议，我们会将您的建议转达相关部门研究其可行性。感谢您对公司的关注！,2021-11-15,2021-11-15,金龙鱼,[300999]
橄榄油新国标来了！市场监管总局近日批准发布GB/T23347-2021《橄榄油、油橄榄果渣油》，新标准将于2022年5月1日实施。按照新标准，仅金龙鱼旗下欧丽薇兰的标准符合明年最严苛的标准，金龙鱼未来会继续加强或者继续提升自我标准么？非常感谢。,您好！公司一直严格执行国家相关标准法规，同时，也会根据国家法规标准变化及时对应调整，为消费者提供优质产品。谢谢！,2021-11-15,2021-11-15,金龙鱼,[300999]
丰厨业务开展情况如何，都有哪些业务，是否开始盈利了？,您好！公司目前中央厨房项目正在杭州、重庆、廊坊、西安等地筹建中，预计最快今年年底杭州项目会试投产。产品范围可能会涵盖营养餐、便当以及其他特定的成品及半成品餐食类产品等。谢谢！,2021-11-15,2021-11-15,金龙鱼,[300999]
"益海嘉里金龙鱼吉祥物有无可能打造成一个公司红人动漫IP,为未来元宇宙3D泛娱乐虚拟社交广告打下一个伏笔？非常感谢。",您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-11-11,2021-11-11,金龙鱼,[300999]
国产品牌牛奶1L多在12～15元。金龙鱼旗下纽麦福新西兰进口牛奶12盒1L包装箱包邮到家仅119元，平均算下来才9元多一盒。希望金龙鱼多进口牛奶来让更多普通百姓享受优质牛奶，但需要掌握好运输时效与优化清关流程，尽量让产品朝出厂日期往前靠，非常感谢。,感谢您的关注和建议！,2021-11-11,2021-11-11,金龙鱼,[300999]
金龙鱼官方旗舰店在抖音小店，快手，点淘账户分别是？非常感谢。,您好！公司在抖音和快手平台有众多品牌店铺，由公司子公司或经销商运营。抖音平台：金龙鱼旗舰店、金龙鱼品牌旗舰店、金龙鱼官方旗舰店、胡姬花旗舰店、欧丽薇兰官方旗舰店、谷维多官方旗舰店、KING＇S官方旗舰店等。快手平台：金龙鱼官方旗舰店、金龙鱼旗舰店、欧丽薇兰旗舰店、胡姬花旗舰店、谷维多旗舰店、KINGS旗舰店等。,2021-11-11,2021-11-11,金龙鱼,[300999]
金龙鱼旗下有多家种业公司。如益海嘉里（北京）种业科技有限公司，安徽益海嘉里种业有限公司，江苏益海嘉里种业科技有限公司等，这些公司有开发哪些种子为金龙鱼服务？非常感谢。,您好！这些公司都不是公司的子公司。谢谢！,2021-11-11,2021-11-11,金龙鱼,[300999]
金龙鱼携手中国移动成功打造福建省首个食品行业“5G智慧工厂”，未来会与中国移动合作加深加大使用5G技术，部署更多智慧工厂么？非常感谢。,您好！公司会不断提升生产、仓储等设施的智能化、自动化水平，以有效支撑公司业务规模的不断增长以及产品品类的不断扩充。谢谢！,2021-11-11,2021-11-11,金龙鱼,[300999]
植物甾醇是植物中的一种活性成分，广泛存在于蔬菜、水果等各种植物的细胞膜中。对人体健康有很多益处，于2010年被卫生部选入新食品原料。研究发现，植物固醇有降低血液胆固醇、防治前列腺肥大、抑制肿瘤、抑制乳腺增生和调节免疫等作用，适用于饮食不当导致的肥胖人群、心血管疾病患者和高血脂人群。 益海嘉里是全球主要的植物甾醇生产商之一。目前同类产品售价高达1500元，金龙鱼规模化生产后，是否有降低可能？,您好！决定产品价格的因素比较多，包括原料成本、加工成本等，公司会持续向消费者提供优质且价格合理的产品。谢谢！,2021-11-11,2021-11-11,金龙鱼,[300999]
尊敬的董秘，您好，注意到贵公司的经营范围有计算机软件开发，贵公司在这方面有涉及到元宇宙的规划吗？,您好！公司暂无进入元宇宙相关行业的计划。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
金龙鱼技术研发费用逐年在递增，建议开辟一个专门公众号或者头条号或者视频介绍金龙鱼技研成果，食品工业研发没有芯片，新能源技术热门，但这是我们人类生存之根本，食品技术的创新也需要金龙鱼这样的食品工业巨头来不断投入与创新，让国人享受到更优质的产品，非常感谢。,感谢您的关注和建议！,2021-11-10,2021-11-10,金龙鱼,[300999]
新西兰驻华大使傅恩莱（ClareFearnley）女士、新西兰驻华商务参赞/新西兰贸发局大中华区总裁白安祖（Andrew White）先生、新西兰驻上海领事罗迈（Mike Roger）先生一行人参观金龙鱼进博会展台，纽麦福乳制品完全由新西兰纯净生牛乳制成，近几年来，纽麦福每年都有新款乳制品引进国内，未来会在婴儿奶粉，芝士，奶酪引进么?非常感谢。,您好！公司会根据业务发展规划、市场需求等因素决定是否引进新的产品品类。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
金龙鱼的油价已经涨了，为什么不公示呢？,您好！关于这方面的情况，公司目前没有需要公开披露的信息。公司会严格履行有关法律法规规定的信息披露义务。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
10月11日，国家市场监督管理总局、国家标准化管理委员会批准发布GB/T1536-2021《菜籽油》，新标准将于2022年5月1日实施。菜籽油是我国食用油消费最重要的大类油品之一，现行的国家标准还是在2004年发布的，到现在快有17年了，已大大落后于行业发展实际需求。目前金龙鱼生产的菜籽油是否全部符合新国标？非常感谢。,您好！公司产品一直是严格按照国家相关法规标准要求执行的。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
11月8日央行推出碳减排支持工具，相当于定向降息再贷款支持绿色经济、新能源。金龙鱼作为食品工业超级巨头，一直倡导碳中和理念，在央厨项目以及现有工业园区在陆续加装光伏及新能源电力项目，未来会陆续建设新能源项目么？非常感谢。,您好！公司将持续推动使用更多新能源，助力碳减排工作。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
现在物价上涨，大宗商品飙升，预计会对公司业绩有提升吗,您好！关于这方面的情况，请关注公司后续的业绩公告。谢谢！,2021-11-10,2021-11-10,金龙鱼,[300999]
近日寒潮影响，北方部分甜菜减产，导致糖价格一直高位运行，金龙鱼位于内蒙古的甜菜种植生产作业情况如何？非常感谢。,您好！公司自种地面积占比很小，且目前甜菜已基本起收完毕，近期的寒潮预计不会对甜菜的生产加工造成影响。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
近日寒潮来袭，对于金龙鱼位于北方的生产基地有影响么？非常感谢。,您好！近期寒潮预计对公司影响不大，目前北方工厂均处于正常经营状态，公司对类似天气有应急预案和相关防护措施。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
关注了金龙鱼公众号“丰厨”，打开商城，显示该地区暂无经销商入驻。请问丰厨的经销商如何入驻？有无对接部门，让全国有意加入丰厨配送项目的经销商接洽，非常感谢。,您好！关于以上问题，如有合作意向，可以联系相关负责人：lizhangming@cn.wilmar-intl.com。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
在第四届进博会丰益油脂科技展示了来自越南的维生素E原料、植物甾醇原料及全新推出的植物甾醇消费品。未来会推出美容产品（如有机面膜，有机精油等）么？非常感谢。,您好！公司会根据业务发展规划、市场需求等因素决定是否拓展新的产品品类。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
公司有哪些高毛利的产品？未来是否会增加高毛利的产品来提高公司盈利能力!,您好！公司推出了众多高端产品，如富含谷维素的稻米油、“零反式脂肪”系列食用油、高多酚初榨橄榄油、胡姬花花生油、金龙鱼小鲜米、乳玉皇妃系列大米、发酵挂面等。另外，公司也进入了毛利较高的调味品行业，例如推出了“丸庄”品牌，以高端黑豆酱油为业务切入点。未来公司会持续进行产品结构调整、产品升级，增加更多高附加值、高毛利率的产品，比如进入中央厨房、冷冻面团、复合调味品等细分领域。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼自身有APP么？比如友商推出的掌柜云平台。建议金龙鱼上线自身TO B 和TO C的APP，把直播，优惠劵全部加入，并定时推送一些做菜小食谱等文章或者视频节目。一可以减少第三方平台从中抽佣，二也可以增加客户忠诚度等。非常感谢。,您好！公司暂时没有推出APP，但是公司有微信公众号“金龙鱼知食青年”，会不定期推送主流电商平台促销活动、美食食谱、粮油健康干货等内容，也可通过该公众号中关联的“金龙鱼官方优选商城”小程序进行产品选购。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
金龙鱼酵母面条之前有请邓超、薇娅、奥运冠军田亮助阵。今年双11会请哪些网红主播来参与活动？非常感谢。,您好！今年双十一我们和薇娅、雪梨及抖音的网红主播有合作，届时请您关注。谢谢！,2021-11-8,2021-11-8,金龙鱼,[300999]
请问贵司旗下所有产品未来1~2年有涨价计划吗？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品价格，公司会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定是否调整价格以及调整的幅度，相对比较谨慎。谢谢！,2021-11-5,2021-11-5,金龙鱼,[300999]
商务部：RCEP将于2022年1月1日对十个成员国生效。金龙鱼起源于东盟，国内产能经过30多年建设，有无反哺RCEP成员国？非常感谢。,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-11-5,2021-11-5,金龙鱼,[300999]
您好，请问中央厨房年底建好，什么时候产生利润和纳入上市公司报表呢？,您好！公司中央厨房杭州项目预计会在年底试投产，正式投产后实现的营收会纳入公司营收范围。谢谢！,2021-11-5,2021-11-5,金龙鱼,[300999]
市面上速食面条，传统挂面各家公司推出很多，近期鲁花（金龙鱼拥有部分股权）也在推面条，如何打出本土化，每个省（地域）对于面条口味均有细微不同，金龙鱼拥有全国超68家基地均分布在不同地区，是否可以请金龙鱼食品技术研究部开发出地方特色口味面食，让各省消费者品尝？非常感谢。,您好！公司已推出了金龙鱼料包面系列武汉热干面、金龙鱼料包面系列重庆小面、金龙鱼河套平原雪花粉、金龙鱼地方特色系列刀削面等具有地方特色风味的产品，也推出了鲜湿面、杂粮系列挂面等产品，适用于各类消费者群体。未来会根据市场需求等不断开发新的优质产品。谢谢！,2021-11-5,2021-11-5,金龙鱼,[300999]
金龙鱼推出重庆小面，武汉热干面，未来会推出广西螺蛳粉么？非常感谢。,您好！公司会根据业务发展规划、市场需求等因素决定是否拓展新的产品品类。谢谢！,2021-11-4,2021-11-4,金龙鱼,[300999]
金龙鱼在拼多多APP推出拼多多定制款品牌金龙鱼“拼葵多”产品，销量居拼多多食用油TOP榜首，以后会在抖音，快手，天猫以及社区团购也出定制款么？非常感谢。,您好！公司和团购平台的合作模式主要是采取更多定制化的产品，未来公司也会根据客户需求推出更多相关产品。谢谢！,2021-11-4,2021-11-4,金龙鱼,[300999]
您好，请问截至10月29日，股东户数是多少？谢谢！,"您好！根据中登最新提供的数据，截止2021年10月29日，公司股东户数共计206,278户。谢谢！",2021-11-4,2021-11-4,金龙鱼,[300999]
请问公司部分产品价格已经上调，是否属实？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品价格，会根据各个品种的原料、行情、市场竞争力、消费力等多方因素进行调整，相对比较谨慎。谢谢！,2021-11-4,2021-11-4,金龙鱼,[300999]
商务部：鼓励家庭储存一定数量生活必需品。金龙鱼会推出配售包么，比如一定比例的大米，五谷杂粮，食用油等，够3~4口之家3个月内的用量，方便需求，非常感谢。,您好！关于这方面的情况，请关注公司后续发布的营销信息。谢谢！,2021-11-4,2021-11-4,金龙鱼,[300999]
您好，尊敬的董秘。之前与白酒企业江小白有搭售活动，今年冬天会推出白酒搭售活动么？非常感谢。,您好！公司会根据不同地区的市场需求等情况，开展不同的营销和促销活动。谢谢！,2021-11-4,2021-11-4,金龙鱼,[300999]
最新股东人数是多少,"您好！根据中登最新提供的数据，截止2021年10月29日，公司股东户数共计206,278户。谢谢！",2021-11-4,2021-11-4,金龙鱼,[300999]
目前公司玉米油业务的竞争对手西王食品股价只有四块多，公司有没有意向花20亿取得西王食品的控股权？大体看了下，西王的大股东长期侵蚀上市公司的一个多亿利息差，如果加上这块利润，西王食品每年的净利润应该在四个亿左右（2017-2020年报）更何况西王食品还曾经恶毒的攻击过咱们公司的转基因产品，现在股价这么低，正是取得控股权的好时机,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-11-2,2021-11-2,金龙鱼,[300999]
请问贵司第三季度支付的税费为何骤减，只有7.07亿,您好！公司第三季度支付的各项税费环比下降，变动原因主要是因为利润减少，支付的所得税减少。谢谢！,2021-11-2,2021-11-2,金龙鱼,[300999]
同行业海天味业毛利能做到40%，金龙鱼对比起来逊色不少，有什么提高毛利率的举措么,您好！公司会持续进行产品结构调整、产品升级，增加更多高附加值、高毛利率的产品，比如进入中央厨房、冷冻面团、复合调味品等细分领域。谢谢！,2021-11-2,2021-11-2,金龙鱼,[300999]
贵公司的家庭装包装用油占公司总销售额的多少？在超市看到洗洁精与酱油、醋都是挂在食用油上作赠品使用。,您好！关于家庭装包装用油占公司总销售额的比例，我们没有公布此数据。关于洗洁精、酱油、醋的销售，这些产品并非全部与食用油进行捆绑销售，也有直接销售。在不同时间段或不同区域，销售或促销方式会有所不同。谢谢！,2021-11-2,2021-11-2,金龙鱼,[300999]
?金龙鱼在抖音的金龙鱼官方旗舰店产品销售设计非常具有便利性，性价比非常高，19.9元包邮等小额产品销售势头非常火，建议在微信视频号，快手，点淘等直播购物平台加大推广，尽量做到产品差异化，提供高性价比产品给年轻受众，非常感谢。,感谢您的关注和建议！,2021-10-29,2021-10-29,金龙鱼,[300999]
你好，公司产品有提价的想法吗？,您好！通常情况下，公司产品价格会根据原材料价格波动进行一定程度的调整，但在行情没有巨大变动的情况下，我们尽可能会维持较为稳定的价格，也通常不会领先于行业进行涨价；同时，公司也有部分产品是根据行情变化进行定价销售的。谢谢！,2021-10-29,2021-10-29,金龙鱼,[300999]
尊敬的董秘您好！虽说金龙鱼目前广为人知的是粮油产品，但油脂科技的实力也不容小觑！公司是全球知名的油脂化学品供应商，“洁劲100”系列的洗涤家化产品也慢慢被广大家庭所接受，加上公司套期保值，能维持原材料的成本在合理范围。想问下油脂化学这块，除了洗涤剂，还能应用用于哪些行业，化妆品可以吗？,您好！公司油脂科技产品包括脂肪酸、皂粒、甘油等油脂基础化学品，造纸化学品、高分子材料、表面活性剂等油脂衍生化学品，维生素E、植物甾醇等营养品，以及家居及个人护理产品等日化用品等。可以应用于日化，纺织助剂，水处理，尼龙、工程塑料，造纸，食品，化妆品等领域。谢谢！,2021-10-29,2021-10-29,金龙鱼,[300999]
请问贵司，目前中央厨房项目有哪些产品，销售量如何，主要客户有哪些，销售成本为多少，销售利润为多少。有哪个中央厨房项目是建成投入运营的。,您好！公司目前中央厨房项目正在杭州、重庆、廊坊、西安等地筹建中，预计最快今年年底杭州项目会建成。产品范围可能会涵盖营养餐、便当以及其他特定的成品及半成品餐食类产品。谢谢！,2021-10-29,2021-10-29,金龙鱼,[300999]
建议金龙鱼把道道全收购了，利用产业优势做大做强,感谢您的关注！,2021-10-29,2021-10-29,金龙鱼,[300999]
股价这样，公司有没考虑回购股票！,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-10-29,2021-10-29,金龙鱼,[300999]
"金龙鱼的中央厨房项目会引进如美国西斯科公司（Sysco）模式拓展么？（2020年5月18日，西斯科公司位列2020年《财富》美国500强排行榜第56位。食品包括鲜冻肉、海鲜、家禽、蔬菜、水果、零食以及环保餐具厨房用品等。服务客户多达420,000，包括餐馆、医疗中心、教育机构及其它食品服务客户）",您好！公司会根据业务发展规划、市场需求等因素决定相关事宜。谢谢！,2021-10-29,2021-10-29,金龙鱼,[300999]
金龙鱼餐厅的菜品非常有特色，金龙鱼可以在全国省会高铁站开金龙鱼餐厅，如重庆小面，武汉热干面，上海葱油面，杭州片儿川这些地方特色配合中央厨房业务发展，相信会有不错效果。,感谢您的关注和建议！,2021-10-26,2021-10-26,金龙鱼,[300999]
北方部分地区有疫情，导致用餐粮食需求达到部分城镇的瓶颈，短期压力非常巨大，金龙鱼作为国内食品龙头企业，近期有何部署？非常感谢。,您好！公司各地工厂会按照当地有关部门的要求采取疫情防控措施，并努力为当地市场提供充足的粮油产品供应。谢谢！,2021-10-26,2021-10-26,金龙鱼,[300999]
建议优化1.8L丸庄酱油价格。目前江浙沪中型商超海天与千禾在打9.9元的价格战，金龙鱼丸庄酱油并不多见，中型商超作为社区型超市受众与购买力在三四线城市欢迎度超过大型商超。金龙鱼食用油摆位还是不错，但金龙鱼调味品应该在此方面多发力，非常感谢。,感谢您的关注和建议！,2021-10-25,2021-10-25,金龙鱼,[300999]
董秘您好！公司部分产品是主要满足居民家庭消费的民生类产品，在行情没有巨大变动的情况下，尽可能会维持较为稳定的价格，也通常不会领先于行业进行涨价。目前海天酱油由于原材料成本上涨已经宣布涨价，公司调味品类是否也有原材料上涨压力考虑调价呢？感谢！,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-10-25,2021-10-25,金龙鱼,[300999]
金龙鱼又是2022年北京冬奥会的赞助商是吧？此次赞助将花费多少金额？又预期能给公司带来多少收益？,您好！我们是2022北京冬奥会中国体育代表团的粮油产品赞助商。基于赞助合同的保密约定，公司无法披露赞助费用情况。我们希望我们的优质产品能助力奥运队员的训练，期待中国奥运健儿取得优异成绩。谢谢！,2021-10-25,2021-10-25,金龙鱼,[300999]
原材料上涨，产品价格也没什么调整，国家没有相关补贴吗？公司业绩上不去，你再怎么努力市场也不会买账，怎么维护股东的权益。,您好！行业内的企业都会面临原材料价格变化的问题。我们将充分利用公司的既有优势，如遍布全国的综合性企业群、完善的营销网络渠道、良好的品牌形象以及研发优势等，持续加大对产品的推广，同时做好原材料采购管理以及加工成本、物流成本、销售成本控制，努力减少原材料波动对业绩的影响。谢谢！,2021-10-25,2021-10-25,金龙鱼,[300999]
董秘，你好！公司现在负债多少亿元？公司所在的行业竞争大吗？,您好！关于负债方面的问题，请关注公司后续发布的业绩报告。中国的食品市场是非常巨大的，足以容纳很多优秀的企业为消费者提供不同的产品。我们相信，我们的产品会持续受到消费者的欢迎。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
尊敬的董秘。中炬高新控股股东因债务危机，近期新闻报道可能会要抛售千亿资产来还债。金龙鱼有无意向收购其中炬高新的股份？非常感谢。,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
董秘您好！请教公司到今天10月20日股东户数是多少？谢谢！,"您好！根据中登最新提供的数据，截止2021年10月20日，公司股东户数共计205,608户。谢谢！",2021-10-22,2021-10-22,金龙鱼,[300999]
什么时候发布三季报 ？,您好！公司预计于2021年10月30日发布2021年第三季度报告。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
最新股东人数,"您好！根据中登最新提供的数据，截止2021年10月20日，公司股东户数共计205,608户。谢谢！",2021-10-22,2021-10-22,金龙鱼,[300999]
"董秘您好,请问贵公司在花生油方面产品价格相较去年同期是否上调?上调多少?目前是否开始花生的大规模收购,今年的收购计划较去年增长多少",您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
金龙鱼今年推出地方特色方便面食，如武汉热干面、重庆小面等速食方便面。未来会推出更多地方特色面食么？如杭州片儿川，老北京炸酱面等。非常感谢。,您好！公司会根据业务发展规划、市场需求等因素决定是否拓展新的产品品类。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
近来食用价格都在上涨，金龙鱼厂家是否已经对价格进行调整，此轮价格上涨是否对其股票价格有影响？,您好！通常情况下，公司产品价格会根据原材料价格波动进行一定程度的调整，但公司部分产品是主要满足居民家庭消费的民生类产品，在行情没有巨大变动的情况下，我们尽可能会维持较为稳定的价格，也通常不会领先于行业进行涨价；同时，公司也有部分产品是根据行情变化进行定价销售的。谢谢！,2021-10-22,2021-10-22,金龙鱼,[300999]
你好，全球粮食危机，大豆大涨，原材料涨价，对公司利润影响大吗？什么时候披露3季报预告？,您好！行业内的企业都会面临原材料价格变化的问题。我们将充分利用公司的既有优势，如遍布全国的综合性企业群、完善的营销网络渠道、良好的品牌形象以及研发优势等，持续加大对产品的推广，同时做好原材料采购管理以及加工成本、物流成本、销售成本控制，努力减少原材料波动对业绩的影响。公司预计于2021年10月30日发布2021年第三季度报告。谢谢！,2021-10-20,2021-10-20,金龙鱼,[300999]
董秘你好，公司处于上中下产业链哪环呢，竞争对手和核心的优势几何？,您好！公司是国内最大的农产品和食品加工企业之一，主营业务是厨房食品、饲料原料及油脂科技产品的研发、生产与销售。公司充分利用既有优势，如遍布全国的综合性企业群、完善的营销网络渠道、良好的品牌形象以及研发优势等，秉承营养、健康、安全、美味的研发理念，持续扩展产业布局的深度和广度，为消费者提供更加丰富多元、更加营养健康的优质食品，致力于成为中国最具代表性的综合性食品集团之一。谢谢！,2021-10-20,2021-10-20,金龙鱼,[300999]
2021年双十一，金龙鱼官方将在哪几大平台展开大促活动？非常感谢。,您好！双十一期间公司在主流的网购平台（如京东、天猫等）均有销售活动，届时请您关注。谢谢！,2021-10-20,2021-10-20,金龙鱼,[300999]
董秘你好，公司有扩产规划，和拓展其他业务的规划吗？,您好！公司会持续拓展产业布局的深度和广度，推出更高端产品，并积极拓展产品品类，进入中央厨房、冷冻面团、复合调味品等细分领域。谢谢！,2021-10-20,2021-10-20,金龙鱼,[300999]
董秘您好，请问贵公司有布局蔬菜半成品 业务吗？,您好！公司中央厨房项目未来会根据自身发展和市场需求等因素来决定生产的产品品类。谢谢！,2021-10-20,2021-10-20,金龙鱼,[300999]
10月18日温州与益海嘉里集团座谈深化合作，助力打造共同富裕示范区市域样板。金龙鱼布局浙东南，并开设大型生产基地。大大提高了浙东的物流配送速度，也节省了成本。但从社区团购来看，另一巨头的产品价格还是比金龙鱼便宜一元上下，而其生产基地位于江苏，按道理这个成本是比其低的，希望公司供应链部门继续优化一下，非常感谢。,感谢您的关注和建议！,2021-10-19,2021-10-19,金龙鱼,[300999]
金龙鱼旗下纽麦福（Meadow Fresh） 新西兰进口草莓味乳饮料（果味牛乳饮品）已在Sams Club（沃尔玛旗下山姆会员店）售卖，请问线上（京东，TMALL，苏宁易购）售卖何时开售？非常感谢。,您好！“纽麦福”牛奶是公司的控股股东在新西兰子公司的优质产品，目前在京东和天猫均有销售。谢谢！,2021-10-19,2021-10-19,金龙鱼,[300999]
董秘您好，请问公司有农业种植方面的业务或相关控股公司吗？谢谢！,您好！公司子公司内蒙古荷丰农业股份有限公司有小面积的种植基地，用于种植甜菜。谢谢！,2021-10-19,2021-10-19,金龙鱼,[300999]
你好。基于公司半年报，公司放置 长期存款 100多亿。同时，有大量长短期借款。请问这样是出于什么考虑，是否会影响资金利用效率？谢谢,您好！通常公司原材料采购金额较大，采购会充分利用国内外市场低利率的贸易融资。为提升资金使用效率，公司会综合考虑收益情况，合理利用部分资金购买结构性存款或存为各类融资保证金，以获取较高存款利息或降低融资成本，这些安排符合公司及股东的利益。谢谢！,2021-10-19,2021-10-19,金龙鱼,[300999]
先正达中国和益海嘉里共同签订MAP beSide全程品控溯源与原香稻溯源合作。据悉，双方还将在终端农产品的培育、品牌打造和市场推广方面开展更深层次的合作。金龙鱼的订单农业一直处于国内领先水平，未来会在其它优质农产品上也加以推广么？比如大豆，谷饲等，根源上保障国人的饮食健康！,您好！公司部分水稻、甜菜等业务有采用订单种植模式。谢谢！,2021-10-19,2021-10-19,金龙鱼,[300999]
