字段1,字段2,字段3,字段4,文本,文本1
你好，贵公司是否会响应国家号召深入发展区块链？,尊敬的投资者：您好，感谢您对公司的关注。公司持续跟踪区块链领域最新技术趋势，在符合国家法律法规及相关规定要求的前提下，积极开展区块链技术研究及开发工作，继续做好区块链信息服务备案申请工作，不断充实区块链技术储备，为区块链技术推向应用夯实基础，为用户提供更优质可靠的服务。,2019-10-31,2019-10-31,东方财富,[300059]
讲下公司的区块链吧，处于什么阶段，是否带来收益，balabala,尊敬的投资者：您好，感谢您对公司的关注。公司持续跟踪区块链领域最新技术趋势，在符合国家法律法规及相关规定要求的前提下，积极开展区块链技术研究及开发工作，继续做好区块链信息服务备案申请工作，不断充实区块链技术储备，为区块链技术推向应用夯实基础，为用户提供更优质可靠的服务。,2019-10-31,2019-10-31,东方财富,[300059]
请问公司有没有应用到区块链技术？,尊敬的投资者：您好，感谢您对公司的关注。公司持续跟踪区块链领域最新技术趋势，在符合国家法律法规及相关规定要求的前提下，积极开展区块链技术研究及开发工作，继续做好区块链信息服务备案申请工作，不断充实区块链技术储备，为区块链技术推向应用夯实基础，为用户提供更优质可靠的服务。,2019-10-31,2019-10-31,东方财富,[300059]
请解释一下公司在区块链备案清单上的SRC证书链是什么？有什么用？有什么应用场景？,尊敬的投资者：您好，感谢您对公司的关注。公司持续跟踪区块链领域最新技术趋势，在符合国家法律法规及相关规定要求的前提下，积极开展区块链技术研究及开发工作，不断充实区块链技术储备。本次备案的“SRC证书链”项目为实现安全记录证书颁发、校验的区块链应用，是公司区块链体系的一个子项目，以期达到模型验证作用。在经过验证的区块链框架之上，更多深入技术研究工作将会展开。,2019-10-31,2019-10-31,东方财富,[300059]
请问贵公司有股票、基金的投顾业务吗？注意到最近基金投资顾问业务试点正式启动，公司有机会成为试点吗？有意愿借助天天基金平台发展该业务吗？会是收费业务吗？公司有意愿模仿嘉信理财的发展路径、借此政策东风，在收费投顾业务上发力吗？,尊敬的投资者：您好，感谢您对公司的关注。公司也在密切关注政策及行业动态。,2019-10-31,2019-10-31,东方财富,[300059]
董秘你好！贵公司股吧这么多年都没有重大改变，是否已经放弃？我5年的账户一次发帖都没成功过 ，今天发了十几条全部给我删掉，请问目前股吧还有什么存在的必要？是沦为利益团体吹票的工具 ？实在不行就放弃吧 ，不要因为可有可无的股吧而成为你们东方财富的重大瑕疵。,尊敬的投资者：您好，感谢您对公司的关注和反馈。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，如果方便，建议您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步了解、核实并解决您反馈的问题。,2019-10-31,2019-10-31,东方财富,[300059]
希望贵公司可以考虑收购或成立银行业务，建立创新的东方财富互联网银行，通过已有的流量优势，形成完整金融交易体系，打造综合性大金融集团。,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-10-31,2019-10-31,东方财富,[300059]
问 利亚德（300296）: 有报道称此次军运会开闭幕式，利亚德董事长李军担任总监，是否大量运用了利亚德的产品？,尊敬的投资者：您好！请您向该公司了解。,2019-10-15,2019-10-15,东方财富,[300059]
公司没有有申请银行、保险牌照的计划？,尊敬的投资者：您好！非常感谢您对公司的关注。如果有需要披露的信息，公司将及时履行信息披露义务。,2019-10-15,2019-10-15,东方财富,[300059]
请问公司怎么还不发业绩预告。请用靓丽的业绩提振股东士气吧,尊敬的投资者：您好！非常感谢您对公司的关注。公司已于2019年10月15日披露公司2019年第三季度业绩预告，敬请查阅。,2019-10-15,2019-10-15,东方财富,[300059]
建议东财APP 选股器中加入股息率选股指标,尊敬的投资者：您好！非常感谢您对公司的关注和建议。公司将以用户需求为中心，不断完善产品和服务，提升用户体验。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-10-15,2019-10-15,东方财富,[300059]
你好，公司网站公布的天天基金向银行借款担保，是否会对天天基金正常运营，产生影响,尊敬的投资者：您好，感谢您对公司的关注。因业务发展需要，由上海银行浦西分行继续向公司全资子公司上海天天基金销售有限公司（以下简称“天天基金”）提供最高不超过10.00亿元的借款，额度内可循环使用，本次担保事项已经公司2018年年度股东大会授权公司管理层负责实施，此次担保额度在股东大会授权范围内。本次担保不会影响天天基金的正常运营。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-10-15,2019-10-15,东方财富,[300059]
东方财富app的高管信息一块做的太简单，高管持股，年薪都没有,尊敬的投资者：您好，感谢您的反馈和建议。公司将持续以用户需求为中心，不断完善产品和服务，提升用户体验。,2019-10-15,2019-10-15,东方财富,[300059]
请问西藏东财上证50指数基金什么时候能获批，昨晚东财第一个公墓基金，规模是多大？未来这块业务对公司的业绩影响是积极的，十分看好公司的各项业务继续越做越大，越做越强。,尊敬的投资者：您好，感谢您对公司的关注。中国证监会于2019年9月18日正式受理西藏东财基金管理有限公司《公开募集基金申请注册-西藏东财上证50指数型发起式证券投资基金》申请事项，该事项尚需获得中国证监会审查批复。,2019-9-27,2019-9-27,东方财富,[300059]
请问东财基金发行的公墓基金规模是多大，未来这块能提供多少的管理费收入，十分看好公司的各项发展，继续再接再厉，成长为券商行业的排头兵。,尊敬的投资者：您好，感谢您对公司的关注。中国证监会于2019年9月18日正式受理西藏东财基金管理有限公司《公开募集基金申请注册-西藏东财上证50指数型发起式证券投资基金》申请事项，该事项尚需获得中国证监会审查批复。,2019-9-27,2019-9-27,东方财富,[300059]
很多人（包括专业机构）将公司和美国嘉信理财公司 NYSE:SCHW做比较，请问公司领导认为是否真的有可比性？,尊敬的投资者：您好，感谢您对公司的关注。,2019-9-26,2019-9-26,东方财富,[300059]
你好，请问公司2016、2017年经营活动产生的现金流量净额为负，随后在2018年报中大幅增长，是什么原因所致？,尊敬的投资者：您好！非常感谢您对公司的关注。2016-2017年公司两融业务规模大幅增加，融出资金净增加额引起的经营活动现金净流出分别29.18亿和56.03亿，是2016-2017年经营活动产生的现金流量净额为负的主要原因。2018年因资本市场调整，公司两融规模下降，融出资金净减少额引起经营活动现金净流入16.41亿元，是2018年经营活动产生的现金净流入的主要原因。,2019-9-26,2019-9-26,东方财富,[300059]
董秘您好，本人作为贵司的付费用户，同时也是一名小股东，给贵司软件提点意见：东方财富通在个股的概念上更新太慢了。比如300373扬杰科技（华为和海康威视的合格供应商）、600458时代新材（在半年报中公告明确向华为、oppo等手机品牌供应PI膜），都属于华为概念，同花顺早就加入华为概念且标明，贵司却迟迟没有纳入、请转告贵司技术人员，平时要多关注相关信息，并及时更新。谢谢！,尊敬的投资者：您好，感谢您的反馈和建议。您的建议已采纳，敬请查阅。公司将持续以用户需求为中心，不断完善产品和服务，提升用户体验。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-9-26,2019-9-26,东方财富,[300059]
公司作为新时代的互联网金融证券龙头，希望公司能维护市值的稳定，最近走势有点弱势，另外希望公司尽快预告3季度业绩，鼓励广大股东，感谢,尊敬的投资者：您好，感谢您对公司的关注。公司会按照相关法律法规及监管部门的有关规定，于2019在10月15日之前披露2019年第三季度业绩预告，详细数据请留意之后披露的2019年第三季度报告。,2019-9-26,2019-9-26,东方财富,[300059]
按创业板发布业绩预告的规定，必须在10月15日之前发布三季报业绩预告。请问公司是否可以提前发布三季报业绩预告？,尊敬的投资者：您好！非常感谢您对公司的关注。公司会按照相关法律法规及监管部门的有关规定，于2019在10月15日之前披露2019年第三季度业绩预告，详细数据请留意之后披露的2019年第三季度报告。,2019-9-26,2019-9-26,东方财富,[300059]
请问公司什么时候发布三季度业绩预告，希望公司越来越好！,尊敬的投资者：您好！非常感谢您对公司的关注。公司会按照相关法律法规及监管部门的有关规定，于2019在10月15日之前披露2019年第三季度业绩预告，详细数据请留意之后披露的2019年第三季度报告。,2019-9-26,2019-9-26,东方财富,[300059]
公司新的转债的发行手续和发行时间确定没有？谢谢！,尊敬的投资者：您好，感谢您对公司的关注。公司本次发行可转换公司债券相关事项尚需中国证监会核准，公司将根据中国证监会对该事项的审核进展情况，及时履行信息披露义务。,2019-9-26,2019-9-26,东方财富,[300059]
很多券商积极发布8月业绩，东方财富呢,尊敬的投资者：您好！公司会按照相关法律法规及监管部门的有关规定，履行信息披露义务。,2019-9-11,2019-9-11,东方财富,[300059]
东方财富营收比券商，比不过专业券商，比互联网金融，又没有以前的竞争力和独特点，现在处于很尴尬的局面！公司咋么尽快脱离这样境地？,尊敬的投资者：您好，感谢您对公司的关注。,2019-9-11,2019-9-11,东方财富,[300059]
资讯这块，东方财富的反应速度远不及同花顺，技术差异这么大吗？,尊敬的投资者：您好！非常感谢您对公司的关注。公司会以用户需求为中心，不断完善公司产品及服务，提升用户体验，增强用户黏性。如果您在使用中遇到问题，方便的话，您也可以通过投资者热线021-54660526、董秘邮箱dongmi@eastmoney.com留下您的联系方式，公司将安排相关工作人员与您联系，了解并回复您的提问。,2019-9-11,2019-9-11,东方财富,[300059]
东方财富9月2日晚间上市公司重要公告汇总这里出现内容重复，这个问题很容易被检查出来，这是严重的管理问题！东方财富做大后已经出现太多问题，请首先对公司治理进行整顿提升，请予以重视！谢谢！,尊敬的投资者：您好！非常感谢您对公司的关注。公司会以用户需求为中心，不断完善公司产品及服务，提升用户体验，增强用户黏性。如果您在使用中遇到问题，方便的话，您也可以通过投资者热线021-54660526、董秘邮箱dongmi@eastmoney.com留下您的联系方式，公司将安排相关工作人员与您联系，了解并回复您的提问。,2019-9-11,2019-9-11,东方财富,[300059]
希望东方财富早日站稳千亿市值！,尊敬的投资者：您好，感谢您对公司的关注。,2019-9-11,2019-9-11,东方财富,[300059]
目前很多券商在裁员，针对这个现象，东方财富如何思考线下网点的布局问题？,尊敬的投资者：您好，感谢您对公司的关注。东方财富证券会以用户需求为中心，并结合目前市场行情，合理规划各级城市的营业网点布局，最终构建覆盖全国的服务网络，努力满足用户线下服务的需求。如果您在使用中遇到问题，您也可以拨打东方财富证券客服电话95357，客服人员将尽力为您解答相关问题。,2019-9-11,2019-9-11,东方财富,[300059]
董秘你好，根据最新的互动回复：“【上证e互动】“zdsssg” 提问：公司是否准备布局区块链？ 公司官方回答：感谢您的关注！公司的新一代金融资产交易系统有采用区块链平台技术、电子签名等新技术。  ”，顶点软件（603383）在东方财富概念分类中应增加：区块链概念，网络安全概念，知识产权概念，请董秘完善。,尊敬的投资者：您好，感谢您对公司的关注和反馈。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富是不是不再那么重视原先特色的互联网金融？,尊敬的投资者：您好，感谢您对公司的关注。公司始终坚持紧紧围绕实现一站式互联网金融服务的整体战略目标，以用户需求为中心，不断完善产品和服务，提升用户体验。同时，欢迎您通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com多提宝贵意见和建议。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富成为竞争力强且具有独特性的快速成长的龙头企业！谢谢！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
您好！建议公司分拆1～2家子公司上市，替代可转债进行融资。请把此建议转达公司管理层，非常感谢。,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富在产业链的生态布局是什么样的？,尊敬的投资者：您好！非常感谢您对公司的关注。公司将紧紧围绕实现一站式互联网金融服务的整体战略目标，不断加强战略投入，持续拓展平台服务范围，提升整体服务能力和质量，为公司持续健康发展奠定了坚实基础。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富可以在互联网金融研发上结合大数据和人工智能，开发前沿科技产品服务！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富能在互联网金融领域为最广大的中小企业和个人消费者提供高效的金融服务！谢谢,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
强烈建议东方财富将证券和天天基金板块拆分上市，谢谢！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富手机app打开瞬间，会看到更新几条信息的内容，然后消失，却看不到更新的信息内容。,尊敬的投资者：您好，感谢您对公司的关注。如果方便，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步了解、核实并解决您反馈的问题。,2019-9-2,2019-9-2,东方财富,[300059]
金融最大的问题就是风险的控制，请问公司是如何做好风险的管控？,尊敬的投资者：您好，感谢您对公司的关注。公司一直坚持规范运作，严格按照相关法律法规和政策规定开展公司业务。公司将进一步加强落实主动合规意识和全面风险管理工作，深化全员合规理念，不断完善全面风险管理体系与风险管理机制，保障公司合规风险管控能力与业务发展相适应。,2019-9-2,2019-9-2,东方财富,[300059]
当前，金融改革前赴后继，东方财富是否顺应国家政策导向，顺势而为，紧紧抓住东风，事半功倍的创新和勇当排头兵？,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富扬长避短，在保荐业务和网点布局上多做思考。谢谢！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富和目前央行印发的金融科技文件存在什么样的关系？,尊敬的投资者：您好，感谢您对公司的关注。公司会积极跟踪和研究行业相关政策及变化，把握发展机遇，促进公司实现持续健康发展。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富接下来的模式突破和模式创新点在哪里？,尊敬的投资者：您好，感谢您对公司的关注。公司始终坚持立足于实现一站式互联网金融服务这一战略定位，不断加大战略投入，加强研发创新，持续推进互联网金融服务大平台的升级、优化和完善工作，进一步提升大平台的整体服务能力和水平，进一步提升用户体验和用户黏性，进一步夯实了公司核心竞争力。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富加大研发投入！谢谢！,尊敬的投资者：您好，感谢您对公司的关注。公司会紧紧围绕实现一站式互联网金融服务的整体战略目标，不断加强战略投入，持续加强研发创新工作。,2019-9-2,2019-9-2,东方财富,[300059]
东方财富是否有考虑联系上5G发展浪潮？,尊敬的投资者：您好，感谢您对公司的关注。公司将以用户需求为中心，不断完善产品和服务，提升用户体验。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富继往开来，再创辉煌！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
希望东方财富完善公司治理、优化强化渠道建设，谨慎思考战略选择，提前布局，选择大于努力！先入为主！不断增强核心竞争力！谢谢！一个相信公司长足发展的坚定投资者！,尊敬的投资者：您好，感谢您对公司的关注和建议。,2019-9-2,2019-9-2,东方财富,[300059]
贵司的交易软件部门怎么毫不在乎客户的感受呢？打了好多电话也没用！连一个最简单的实时股票市值显示都没有。建议学习小米多于客户沟通功能需求。,尊敬的投资者：您好，感谢您对公司的关注。如果方便，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步了解、核实并解决您反馈的问题。,2019-9-2,2019-9-2,东方财富,[300059]
乌鲁木齐营业部为什么不能预约办理期权业务？,尊敬的投资者：您好，感谢您对公司的关注。如果您在使用中遇到问题，您可以拨打东方财富证券客服电话95357，客服人员将尽力为您解答相关问题。,2019-9-2,2019-9-2,东方财富,[300059]
董秘；你好！东方财富网站上最新互联网100强，芒果传媒排名24，东方明珠同样是进来百强互联网，为何在你们排名单上没有。明显失误的排名有失公正。,尊敬的投资者：您好，感谢您对公司的关注和反馈。,2019-9-2,2019-9-2,东方财富,[300059]
choice金融终端，为什么很多研究机构的研究报告都没有？比如国泰君安研究的，希望能多覆盖一些研究机构，提高产品的竞争力。,尊敬的投资者：您好！非常感谢您对公司的关注和建议。公司正在努力完善与多家证券公司的研究合作，坚持以用户需求为中心，不断完善产品和服务，提升用户体验。,2019-9-2,2019-9-2,东方财富,[300059]
贵司的软件工程师都是怎么回事。期权策略不支持，自定面版不支持，默认涨跌停价格挂单不支持。啥都不支持。比隔壁的通达信差的太远 了。而且东方财富的通达信版本居然没有期权数据，太不可思议了。这样怎么留得住客户！赶紧招人才吧。,尊敬的投资者：您好！非常感谢您对公司的关注和建议。公司将以用户需求为中心，不断完善产品和服务，提升用户体验。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-9-2,2019-9-2,东方财富,[300059]
公司为什么 急于扩大股本 难到忘了中弘股份的前车只见了吗,尊敬的投资者：您好，感谢您对公司的关注。,2019-8-14,2019-8-14,东方财富,[300059]
公司为何分红如此低？,"尊敬的投资者：您好，感谢您对公司的关注。公司根据中国证监会《上市公司监管指引第3号——上市公司现金分红》等相关规定和要求，着眼于公司长远和可持续发展，在综合考虑公司经营情况和发展目标、股东要求和意愿等因素，特别是在充分考虑中小股东利益的基础上，建立对投资者持续、稳定、科学的回报规划与机制。自2010年上市以来，公司每年都进行权益分派，累计派发现金红利71,504.05万元，给投资者带来了持续稳定的良好回报。",2019-8-14,2019-8-14,东方财富,[300059]
请问贵司2019年半年报38.未分配利润附注的上期数据是什么期间数据？看上述数据上期的期末等于本期的期初，谢谢！,尊敬的投资者：您好！非常感谢您对公司的关注。2019年半年报财务报告38.未分配利润附注中的上期数据为2018年全年未分配利润。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-8-14,2019-8-14,东方财富,[300059]
贵司PC端可以增加其他券商，是刚开通还是以前就有了？手机端什么时候能开通？,尊敬的投资者：您好！非常感谢您对公司的关注。如果您对公司软件存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-8-14,2019-8-14,东方财富,[300059]
东方财富网网站300059.cn为什么打开是域名转让，好像你们18.com这个网站也打不开啊，请尽快解决，以免影响东方财富网的流量和散户的体验,尊敬的投资者：您好，非常感谢您对公司的关注。东方财富网官网域名为“www.eastmoney.com”，您还可以通过“www.eastmoney.com.cn”及“www.18.com.cn”均可登录东方财富网首页。,2019-8-14,2019-8-14,东方财富,[300059]
公司年营业收入算40亿，而市值1000亿。比例25倍。在证券行业中，比例最大。也就是估值最高！ 而公司市净率达5倍。在证券行业中又是最高。如此高估值，请问贵公司有没有借此良机考虑减持股份？,尊敬的投资者：您好，非常感谢您对公司的关注。公司没有持有本公司股票。,2019-8-14,2019-8-14,东方财富,[300059]
东方财富董秘您好，我一直在使用天天基金购买基金，也觉得天天基金非常不错，但是有个建议，就是天天基金加入一定免费额度信用卡还款这个功能，就不说那些大的平台了，即便是汇添富基金销售平台也有这个功能，我想这个不难实现而且初期成本并不高，最主要是可以增加客户黏性，以及吸引那些需要免费还信用卡的客户（现在每个平台信用卡免费额度有限），毕竟很多投资者用户也是信用卡持卡用户，这是一个很庞大的交集客户群体。,尊敬的投资者：您好，非常感谢您对公司的关注和建议。,2019-8-14,2019-8-14,东方财富,[300059]
多年来一直使用你们的产品，用户体验不敢恭维，比如分时预警，板块分类等等，难道不可以更新吗？,尊敬的投资者：您好！非常感谢您对公司的关注。公司会以用户需求为中心，不断完善公司产品及服务，提升用户体验，增强用户黏性。如果您在使用中遇到问题，方便的话，您可以通过投资者热线021-54660526、董秘邮箱dongmi@eastmoney.com留下您的联系方式，公司将安排相关工作人员与您联系，了解并回复您的提问。,2019-8-5,2019-8-5,东方财富,[300059]
乌鲁木齐营业部何时开业？,尊敬的投资者：您好！非常感谢您对公司的关注。东方财富证券乌鲁木齐扬子江路证券营业部已于2019年6月25日开业，地址位于新疆乌鲁木齐市沙依巴克区扬子江路16号。如果您在使用中遇到问题，您也可以拨打东方财富证券客服电话95357，客服人员将尽力为您解答相关问题。,2019-8-5,2019-8-5,东方财富,[300059]
基金管理公司成立那么久，至今一弹未发是何原因？,尊敬的投资者：您好！非常感谢您对公司的关注。公司于2019年7月4日披露了《东方财富信息股份有限公司关于西藏东财基金管理有限公司获得经营证券期货业务许可证的公告》，西藏东财基金管理有限公司将按照《关于核准设立西藏东财基金管理有限公司的批复》（证监许可[2018>1553号）相关要求，在取得《经营证券期货业务许可证》之日起6个月内，发行公募基金产品。,2019-8-5,2019-8-5,东方财富,[300059]
"尊敬的董秘，你好！
000524--杜华丰  上市公司在年度股东大会通知中明确提及杜华丰辞去董事候选人资格，为什么在贵公司F10上依旧看到杜华丰当选董事呢？同类错误麻烦一并核查下，谢谢亲~~",尊敬的投资者：您好！非常感谢您对公司的关注和反馈。您反映的相关信息已修改，敬请查阅。,2019-8-5,2019-8-5,东方财富,[300059]
公司负债率太高，不知公司有控制一下的想法。,尊敬的投资者：您好！非常感谢您对公司的关注。截至2019年6月30日，公司资产负债率62.82%，财务状况良好。,2019-8-5,2019-8-5,东方财富,[300059]
你好，贵公司近日发布的东方财富证券2019年上半年财务数据，里面的净资产总额，期末余额较期初有近60亿的增加，请问是什么原因？,尊敬的投资者：您好！非常感谢您对公司的关注。东方财富证券净资产增加主要来源公司对东方财富证券增资及东方财富证券上半年自身实现的净利润。,2019-8-5,2019-8-5,东方财富,[300059]
公司会考虑并购重组吗,尊敬的投资者：您好！非常感谢您对公司的关注。如果有需要披露的信息，公司将及时履行信息披露义务。,2019-7-22,2019-7-22,东方财富,[300059]
什么时候出业绩预告,尊敬的投资者：您好！非常感谢您对公司的关注。《公司2019年半年度业绩预告》已于2019年7月13日披露，敬请查阅。,2019-7-22,2019-7-22,东方财富,[300059]
股价明确表示打击各种股神荐股行骗。可是我们的股吧充斥着各种股神的帖子，明显就是加好友荐股诱骗广大散户。请问股吧帖子举报为何没有对应的股神帖子类型举报？中间是否存在东财默许或是收取部分费用为了利益默许纵容这种行骗行为？请回答 谢谢,尊敬的投资者：您好！非常感谢您对公司的关注。对于“股吧”等社区平台，公司有明确的管理制度，包括《东方财富网法律声明》、《东方财富网社区管理条例》等，如果您在正常使用股吧平台服务过程中遇到问题，可以通过股吧投诉电话：021-34289898、投资者热线：021-54660526或邮箱dongmi@eastmoney.com及时反馈给我们，以便我们及时核实处理相关问题，进一步提高服务质量和水平，提升用户体验。,2019-7-22,2019-7-22,东方财富,[300059]
贵司的交易账户能否将中签新股直接显示到持股信息中，而不是等到上市的时候才显示到持股信息中？ 建议对软件功能进行微调，谢谢！,尊敬的投资者：您好！非常感谢您对公司的关注和建议。,2019-7-22,2019-7-22,东方财富,[300059]
我想问问你们对该上市公司五年计划，是不是按你们预期效果,尊敬的投资者：您好！非常感谢您对公司的关注。公司始终坚持立足于实现一站式互联网金融服务这一战略定位，不断加大战略投入，加强研发创新，持续推进互联网金融服务大平台的升级、优化和完善工作，大平台的整体服务能力和水平得到进一步提升，进一步提升用户体验和用户黏性，进一步夯实了公司核心竞争力。,2019-7-8,2019-7-8,东方财富,[300059]
董秘，您好!贵司是否可以试水硬件市场，比如功能强大的炒股专用键盘，或者开发语音报价软件。鄙人用的是股票预警，但是一只票只能设置一个价格。硬件市场，应该大有可为。,尊敬的投资者：您好！非常感谢您对公司的关注和建议。,2019-7-8,2019-7-8,东方财富,[300059]
董秘，您好!建议如下:（1.）贵司可参股城商行，布局全球资本市场，比如国际证券代理，可在国内以RMB买美股，转香港银行卡手续费很贵（2.）有个“玩股成金”的游戏app，贵司产品开发人员可开发证券投资主题的游戏app（3.）在模拟炒股软件上，贵司与同花顺公司都做得很烂，模拟炒股软件就好比马拉松的练习场，练习多了，投资理念、习惯才会改变，也才能真正理解股票的本质。（界面简洁，可以导出各种模拟交易数据）,尊敬的投资者：您好！非常感谢您对公司的关注和建议。,2019-7-8,2019-7-8,东方财富,[300059]
转债转股价是多少？,尊敬的投资者：您好！非常感谢您对公司的关注，此次公司2019年度可转债的初始转股价格不低于募集说明书公告日前二十个交易日公司股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易价格按经过相应除权、除息调整后的价格计算）和前一个交易日公司股票交易均价，具体初始转股价格已经公司股东大会审议通过授权公司董事会（或由董事会授权的人士）在本次发行前根据市场状况与保荐机构（主承销商）协商确定。该事项尚需中国证监会核准。如果有需要披露的信息，公司会及时进行披露。,2019-7-8,2019-7-8,东方财富,[300059]
请问东方财富证券开通科创板的户数有多少？贵公司有统计嘛？,尊敬的投资者：您好！非常感谢您对公司的关注。,2019-6-24,2019-6-24,东方财富,[300059]
您好！随着投资风格的转换，价值投资者越来越多，宏观经济数据越来越受到重视。公司能否开辟单独的宏观经济数据板块，并做到上佳，比如像华尔街见闻那样的长时间跨度、更新及时的各种数据图表；个股数据时间跨度也宜加长。个人建议，进攻参考。,尊敬的投资者：您好！非常感谢您对公司的关注和建议。,2019-6-24,2019-6-24,东方财富,[300059]
董秘您好，请问公司有没有成立创投公司的计划？,尊敬的投资者：您好！非常感谢您对公司的关注。公司控股子公司西藏东方财富证券股份有限公司分别通过下属子公司西藏东方财富投资管理有限公司、西藏东方财富创新资本有限公司开展私募投资基金业务和另类投资业务。,2019-6-24,2019-6-24,东方财富,[300059]
公司2019年一季报中显示货币资金有290多亿，请问这些资金的用途，是否全部购买了理财产品？请如实回答，感谢！,尊敬的投资者：您好！非常感谢您对公司的关注。截至2019年3月31日，公司货币资金中主要为客户资金。,2019-6-24,2019-6-24,东方财富,[300059]
董秘您好、跟您反映一件事情、您公司东方财富涉嫌私自贩卖股吧用户的通信联络方式卖给一些从事证券投资的机构、因为我用一个新的微信账户和手机号码、只对你们进行使用和联系、你们在用户隐私保护方面做的有点差。这样对我产生了很大影响，希望贵司能够尽快处理一下！不要影响公司的发展潜力！客户是上帝啊！,尊敬的投资者：您好，非常感谢您的反馈！东方财富作为上市公司，严格按照相关法律法规开展各项业务，高度重视用户信息保护，不存在私下推荐股票等行为。如有冒充公司工作人员向您推荐股票及骚扰您，建议您登陆东方财富反欺诈平台（网址：http://110.18.cn）举报投诉。如果您在投诉过程中遇到任何问题，欢迎致电021-54509966客服热线，感谢您对东方财富的支持！,2019-6-11,2019-6-11,东方财富,[300059]
董秘您好，根据17年末的可转债募集说明书，公司销售前五大客户均为基金管理公司，想请问下公司对其具体销售了什么？（或者提供了什么服务）,尊敬的投资者：您好！非常感谢您对公司的关注。公司主营业务之一为金融电子商务服务业务，金融电子商务服务业务主要为基金第三方销售服务业务，金融电子商务服务收入主要来源于基金管理公司，包括尾随佣金、销售服务费、认购申购赎回费等。,2019-6-11,2019-6-11,东方财富,[300059]
手机版本东方财富软件不能挂靠别的券商！电脑版本挂靠别的券商下单还要一个个填写不方面,尊敬的投资者：您好！非常感谢您对公司的关注和建议。如果您仍存在疑问，您可以通过投资者热线021-54660526或者董秘邮箱dongmi@eastmoney.com留下联系方式，公司会安排相关工作人员及时联系您，进一步解答您提出的问题。,2019-6-11,2019-6-11,东方财富,[300059]
你好，请问咱们公司有计划布局保险方面的考虑吗？,尊敬的投资者：您好！感谢您对公司的关注。,2019-5-31,2019-5-31,东方财富,[300059]
